2216627192	E8qsNpqQ5	柠檬黄莲味中秋	NULL	Lemon flavor berbetine Mid Autumn Festival
2541748191	E8cFqvuiU	一直在寻找着某个人	NULL	Have been looking for someone
2545308153	E8K0Nje49	来，深夜放毒[害羞]	NULL	To the night, poison [shy]
2545669043	E8HORh8iR	马龙又帅了呢[爱你][爱你] 	NULL	Malone handsome. [I love you]
2546997175	E84IyvARR	[幽灵]	NULL	[ghost]
2548604661	E8REOE2QL	走了一个水原希子 又来一个小松菜奈 接受不了。	NULL	Walked a Mizuhara Kiko and a Komatsu Nana can not accept.
2548608407	E8O8usKIb	今天老同学说：孤独是因为无人能懂。我立刻奉上鸡汤，也请大家同品：无人能懂孤独寂寞，不需要人懂就自得其乐了。众乐乐，独乐乐，随遇而乐[嘻嘻]	NULL	Old classmate say: the loneliness is because nobody can understand. I immediately offer chicken soup, please also with the goods: no one can understand the loneliness, do not need people to understand it as a pleasurable occupation. Lele, Lele alone, with the case and the music I want.
2548608997	E7Yc7Etq5	最近哦[美甲]🏻	NULL	Recently Manicure [] Oh
2549881610	E8IdMsC41	烧烤啤酒，顿顿都有[doge]	NULL	BBQ beer, with every meal [doge]
2550090085	E8BbsnUOk	天一亮pink少年就会说：听说昨天我死了？[蜡烛][泪] 月亮最圆的时候他去了天堂	NULL	Day bright pink youth will say: I heard that yesterday I died? He went to heaven when the candle tears] moon.
2550452891	E8H6wBApO	好了你们走的时候麻烦关一下灯谢谢 我要跟崔胜铉睡觉了[喵喵][喵喵]	NULL	Well you go when the lights off, I want to thank the trouble with Cui Shengxuan [] [] meow meow.
2550688574	E8x2pEHnV	爱旅行的人运气都不会太差！我在带着微博去旅行 的红包中抽到了 提供的“滴滴秋游券”，快上车，带你遇见最美的世界！	NULL	People who love to travel will not be too bad luck! I took the micro-blog to travel to the red smoke "drops of autumn ticket", come on, take you to meet the most beautiful in the world!
2551305375	E8Qdb3WSV	我发表了头条文章:《防空警报，你真的听懂了吗？》 	NULL	I made the headline: "air defense alert, do you really understand?" "
2551488212	E8PwwF4zt	身材怪怪的，是脖子前倾的原因吗 	NULL	A strange, why do neck forward
2551602404	E8PxiyPu8	我参与了 发起的投票 【你最喜欢王家卫的哪部电影？】，我投给了“阿飞正传”这个选项。你也快来表态吧~	NULL	I was involved in the launch of the vote, which is your favorite movie of Wong Kar Wai? ], I voted for the "days of being wild" option. And you come to the position.
2551891667	E8eVinOZG	分享一对微信没有任何感情交流只会进行钱币交易的姐妹👭	NULL	A share for WeChat did not exchange any feelings will only be money sister
2552386535	E8yaCgbOs	你走了真好，不然总担心你要走。自由了。 	NULL	It's nice of you to go, or you're always afraid you're going. Free.
2552407341	E8QaVBiiU	最近一直被洗脑的歌<br/>听了心情会很好[猫咪]<br/>（网易云终于有音源了<br/><br/> 分享单曲（）	NULL	Has recently been brainwashed song <br/> listened to the mood will be very good []<br/> (cat Wang Yiyun finally audio <br/><br/> share (single)
2552476045	E8z2kq2Tw	黑暗势力好可怕，北京卫视就是！	NULL	The dark forces are terrible, Beijing satellite TV is!
2554568155	E8wVVaKM1	出闲置Levi's，日本制造，29码。物品状态:仅清水过一遍，未穿着。吊牌价1399元，现550元出[笑cry][笑cry][笑cry]。非真假问题，不退不换	NULL	Out of idle Levi's, made in Japan, 29 yards. Item status: only water over again, not wearing. The price tag is 1399 yuan, 550 yuan is now a cry][cry][cry] [laughs laugh laugh. Not true and false, not back to change
2554829115	E8SD8pQ7h	快来和我一起变身动漫主角吧！	NULL	Come and join me in the cartoon character!
2557655691	E87irruoT	我发表了头条文章:《罪与爱，黑与白》   	NULL	I made a headline: "sin and love, black and white"
2557915057	E8Ck2nE2g	睡吧，一切都会好的。 分享单曲 （ ）	NULL	Sleep, everything will be all right. Share single ()
2558861155	E8Rnz1cco	爱琴海---星星落到大海中,绝美的海平面。	NULL	Aegean Sea - the stars fall on the sea, the sea of beautiful.
2558980432	E8MzmiHr4	[星星][星星][星星][星星][星星]，[哈哈][哈哈][哈哈][哈哈][哈哈] 	NULL	[[] [] [] the stars stars stars stars, stars], [[] [] [] ha ha ha ha ha ha ha ha ha ha. "
2559373431	E8ymeocBn	我能想到最幸福的事，就是在家看喜剧片瘫一天	NULL	I can think of the most happy thing is at home watching comedy paralysis day
2560180383	E7WLec4ez	风吹雨打知生活 苦尽甘来懂人生	NULL	Life All sufferings have their reward. understand life exposed to wind and rain
2560299443	E8gC81l2J	The only thing we have to fear is fear itself,nameless ,unreasoning,unjustified which terror which paralyzed needed efforts to convert retreat into advance. 	NULL	Only thing The we have to fear is fear itself nameless unreasoning unjustified which terror which paralyzed needed efforts to convert retreat into advance..
2560448971	E8JkrgbG5	分享图片	NULL	Share pictures
2563023135	E8UXWmE5S	。。。	NULL	...
2563238667	E8AO31fdJ	从看到这件事到确认这件事，不过是几十分钟的事，就觉得一个鲜活的生命就这样突然的消失了，觉得很伤感[伤心]，希望他一路走好吧[蜡烛][蜡烛][蜡烛]	NULL	From see this thing to confirm it, but a few minutes, I feel a life so suddenly disappeared, feel very sad [sad], wish him well. [] [] [] Candle Candle Candle
2563409802	E8X8le2Ev	早上我妈打电话来关心我 我因为还没醒 懒洋洋地全程用“嗯”和变不同声调的“嗯”回答她 但是居然沟通无阻 哎亲妈[太阳]	NULL	Morning, my mom called to take care of me because I did not wake up lazily with full "um" and different tone "um" answer but she actually connected [sun] mother ah
2563506257	E8JXfuq9x	我的少女心啊 梳头发的时候觉得自己是小公举[兔子]	NULL	My young girl's heart ah comb the hair of the time feel that they are small public [rabbit]
2564202837	E7WdMmhBO		NULL	
2565101691	E8Ws3Dip8	在肯德基吃早餐的结果就是遇见各种行走的骗子………	NULL	The result of eating breakfast in Kentucky is to meet all kinds of walking liar.........
2565119852	E8AVWh3qI	人生得意须尽欢，莫使金樽空对月。[祈祷][祈祷][祈祷]	NULL	To be the man, who will make it happen. Pray, pray, pray []
2566726833	E8RgQj3DC		NULL	
2568196420	E8Hzdds5r	路上淋成狗！一会大太阳有出来。这是闹那样！[笑cry][笑cry][笑cry]	NULL	The road is pouring into a dog! For a while the sun is coming out. This is the trouble! [laughs cry][laughs cry][laughs cry]
2568466182	E8SUxdfD7	水墨抱枕。楼梯还有只黑猫咪。	NULL	Wash pillow. There's a black cat in the stairs.
2568567910	E7YFa9sWE	自制 萧敬腾 诛仙mp3百度云下载 拿走不谢 叫我雷锋分享自)	NULL	Homemade Jam Hsiao Zhu Xian mp3 download in the Baidu cloud away and call me Lei Feng share)
2568858234	E8wp2jShK	 怎么不去当鸭呀？ 为什么深圳站地铁现在这么多长得人模狗样的年轻小伙跟人要零钱坐车呀 第一次遇到的时候还说你微信转 原来是新的诈骗伎俩	NULL	Why don't you go and be a duck? Why so long to ShenZhen Railway Station subway now pretend to be cool young guy with people to change the car you first met you also said WeChat original turn is new Scams
2569194100	E8hGFCs91	 事情是这样的…棉花糖躺我身，然后扬起头看我，结果就睡着了~~哈哈[哈哈]	NULL	That's the way it is... Cotton candy lying on my body, and then raised his head to look at me, the results fell asleep ~ ha ha ha ha ha ha ha ha.
2569447457	E8KdXqIxv	09年，医生。14年，还是医生。16年本来不打算去了，结果阴差阳错还是医生。	NULL	09 years, doctor. 14 years, or doctor. 16 years did not intend to go, the doctor was a strange combination of circumstances.
2569532041	E8Bq6sMLK	不喜欢发微博说乱七八糟的事情 想平静生活 总有人要捣乱 总有人辜负你过去对他的好  时间可以看清一个人也不算是浪费了 回忆是没用的 回忆是留给死人的 我不喜欢回忆 二十几岁的人生不是用来谈情说爱撕逼吵架的  希望以后可以少做没有意义的事	NULL	Don't say love micro-blog out of order things like quiet life there is always someone to trouble someone you used to live up to his can be a good time to see after a person is not a waste of memory is useless memories is for the dead I don't love memories in their 20s, life is not for falling in love tear forced quarrel I hope you can do less of something
2570318397	E8CAZ6flV	人好像永远是一个矛盾体	NULL	People seem to always be a contradiction.
2571370085	E83katC0s	这年头。。想换个好看点的背包都要4位数！醉了[泪] 	NULL	This year.. Want to change a good point of the backpack to 4 digit! Drunk [tears]
2572596161	E8TvOCvTT	停电＋停水     分分钟让你回到解放前[微笑]	NULL	The power to bring you back to the minute + water before liberation [smile]
2572760803	E8ARMm4QV	斯人已逝[蜡烛]不要再猜测了。希望各种黑，毒，私生给孩子们一条干净的路，少说一句话都行，只想他们一直平安。	NULL	The man passed away [] don't guess the candle. I hope all kinds of black, poison, illegitimate children for a clean path, the less words will do, they just want to have peace.
2573627695	E8Fsf3wMM	我参与了 发起的投票 【你被哪位女星仙到了】，我投给了“刘诗诗”这个选项。你也快来表态吧~	NULL	I participated in the launch of the vote [you are the star of the cents to], I voted for the "Liu Shishi" this option. And you come to the position.
2574074945	E887KlXtj	中秋佳节，感谢wuli洁琼 和wuli笑笑 滴大月饼，有你们，暖暖哒/爱心/爱心/爱心/爱心/爱心（ps:嗯！宝马确实是个好公司/呲牙/呲牙/呲牙） 	NULL	Mid Autumn Festival, thanks to Wuli Jie Joan and Wuli smiled and drops big moon cake, have you, warm DA / love / love / love / love / love / love / love (ps! BMW is a good company / / / bared teeth bared teeth bared teeth)
2574388513	E8SwF7nBW	》》》🐣《《《	NULL	"" "" ""
2576497973	E7YECqKP7	很惭愧，读了《郑伯克段于鄢》，做了一点微小的解读工作。以后要努力天天发一篇小故事[兔子]	NULL	Very ashamed, "read" in Yan ", do a little work of interpretation. After the effort to send a small story every day [rabbit]
2576930132	E8x1Fe2ah	芯蕾6996英雄非无泪，不洒敌人前；男儿七尺躯，愿为祖国捐。——陈辉	NULL	6996 non core bud hero tears, do not sprinkle the enemy before seven feet; man body, is willing to donate the motherland. -- Chen Hui
2577691783	E834I8U1O	很好，这个客服成功引起了我的注意。	NULL	Well, the customer service has attracted my attention.
2577860032	E8N72xDcZ	美梦~	NULL	Dream ~
2578366803	E8gOLCkE2	夜训	NULL	Night training
2578753133	E8K6QyUr7	愿君卿常伴，红袖添旧檀。 古灯祈君福，儿孙承膝欢。                                                  …………………………………………瞎写的	NULL	Yuan Junqing often accompanied by Tim tea, old tan. Old lamp Qi Junfu, son Sun Chengxi huan................................................. Written in a blind
2579044903	E8QxflTGc	讲真，私服真的冰帝赢了[doge]	NULL	To tell the truth, it really won [doge] hyoutei
2580874027	E8c2tsERY	实在实在真实在！我在陈年 的红包中抽到了 提供的“凡客满减红包”，奖品实在太丰厚了，你们赶紧抓紧疯抢啊	NULL	Really true in! I in the old red smoke to provide "where a full cut red, prizes too rich, you quickly berserk.
2581186380	E8q1w2mvj	分享图片	NULL	Share pictures
2582313872	E8TfAaRWq	前两年在香港碰到销售iPhone4，那时就有人排队买手机，出门就卖给黄牛，赚热钱。反正闲着也是闲着，拖朋友一起排队，一起聊天。总有人不愿排队，愿意为了立即体验多花钱的人。苹果手机应该是这些小玩意里市场号召力最强的。这两天iPhone7开售，路过一些商店，门口小白板上都写着有货、有货、有货，显然&nbsp;	NULL	In Hongkong, the first two years before the sale of iPhone4, then there are people queuing to buy a phone, go out to sell cattle, earn hot money. Anyway idle is idle, drag friends lined up, chatting together. There are always people who do not want to line up, willing to experience the people who spend more money. Apple mobile phone should be the strongest appeal of these gadgets in the market. The two days of the sale of iPhone7, through some shops, in front of the white board written all goods, goods, goods, apparently &nbsp;
2584561023	E8HaD2586	Miss Ya Mate[给劲] 	NULL	Ya Mate[Miss to the king
2585292382	E8Qrp6hJg	喜欢一个人就是会慢慢变傻，傻的心里只有她，别的什么也填不下...[心]	NULL	Like a person is will slowly become silly, silly in the heart only she, nothing else can not fill...
2585502653	E8zHe4jsv	没错，我就是对着电视傻笑的迷妹[爱你][爱你]	NULL	Yes, I was in front of the TV. Many sister [I love you]
2586387593	E8P6WwgSC	85年前的今天，“九一八”事变爆发。由于张学良的软弱无能使东北大片国土沦陷，同胞伤亡！中国人的苦难从此开始！	NULL	85 years ago today, the "918" incident broke out. Because of Zhang Xueliang's weakness and inability to make the Northeast large land occupied, compatriots casualties! The suffering of the Chinese people from now on!
2586432400	E8rrT1PoP	十一之前都不想打麻将了。。。[笑cry][笑cry][笑cry]	NULL	Eleven do not want to play mahjong before... [laughs cry][laughs cry][laughs cry]
2587076917	E8Pppc6AI	好久没坐过硬座了……	NULL	For a long time did not take a hard seat......
2588416067	E8zf7fnYQ	開心  	NULL	Happy
2588546197	E8mYIpm6P	kat von d小棺材？今天路过丝芙兰，橘色没货，以后再收吧。又把盒子撕了[眼泪]就为了看看里面。btw tf03也入了 蓝票在国内帮收的快递  很愉快～我爱哑光	NULL	Von D Kat small coffin? Today by Sephora, orange is not available, then close it. And tear the box to the inside of the box. Btw tf03 also joined the blue ticket at home to help collect the express very happy ~ I love Matt
2588714297	E8fZ6dLoZ	实在实在真实在！我在陈年 的红包中抽到了 提供的“凡客50元新品券”，奖品实在太丰厚了，你们赶紧抓紧疯抢啊	NULL	Really true in! I in the old red smoke to provide "where 50 yuan of new certificates and prizes are too rich, you quickly snapped up.
2589575513	E8nIUhC4y	日子过的好不好自己苦闷倒还好，老妈还跟着操心，养个女儿砸手里就这感觉吧。对不起父母，我真没用	NULL	Good day off my own depressed but fortunately, mom also followed to worry about, raising a daughter fell in the hands of this feeling it. I'm sorry parents, I really did not use
2590506142	E8X5lnCgA	 每个人的性格中，都有某些无法让人接受的部分再美好的人也一样。所以不要苛求别人，不要埋怨自己。玫瑰有刺，才会是玫瑰。	NULL	Each person's character, there are some people can not accept some of the best people are the same. So don't be too hard on others, don't blame yourself. Roses have thorns, and roses are.
2590506142	E8XhGCAEC	【大红门疏解81处仓储大院】 占地3万多平方米的六合园体育局出租大院的拆除接近尾声；占地4万多平方米的正天兴皮毛市场已拆除过半；占地面积约1500平方米的首开1号院，今年5月份顺利关停……据悉，截至目前，大红门地区已经拆除物流仓储大院80多处,疏解人口约1.2万人。详情戳↓↓↓	NULL	[81] Dahongmen ease storage yard covers an area of more than 30 thousand square meters garden of Liuhe Sports Bureau rental yard demolition near the end; an area of more than 40 thousand square meters of Tianxing fur market has removed more than half; covers an area of about 1500 square meters of the first hospital No. 1, in May this year successfully shut down...... It is reported that, as of now, the Dahongmen area has been dismantled logistics warehousing compound more than and 80, to ease the population of about 12 thousand people. Details of stamp down down down
2590932181	E8im0adIM	小可爱们中秋快乐  	NULL	Happy Mid Autumn Festival
2592922993	E8Q1BAGM8	 你在我心中永远是最棒的[威武][威武][威武]	NULL	You are the best in my heart the mighty mighty, mighty [] []
2594290740	E8AsK9EL9	太可怕了，虽然不熟悉乔任梁但还是挺难相信他去世，年龄也不大，至于死因估计有点夸张造谣[衰][衰]	NULL	Terrible, although not familiar with Qiao Renliang but it's hard to believe that he died, age is not large, as for the cause of death is estimated a bit exaggerated rumors [] [] ring ring
2594345273	E86r0FTba	芯蕾8558人需要理想，但是要符合自然的理想，而不是超自然的理想。——列宁	NULL	Lei 8558 people need to be ideal, but to meet the ideal of nature, rather than the supernatural. -- Lenin
2594579035	E8GmsE5UZ	北冥有鱼 其名为鲲 鲲之大                 一锅炖不下   化而为鸟 其名为鹏 鹏之大   需要两个烧烤架   一个多糖 一个微辣   来瓶雪花   让我们勇闯天涯🌝 	NULL	North fish called Kun Kun large pot of stew and not bird its name is Peng Peng big two grill a polysaccharide a spicy bottle let us snow globe Trekker
2594816970	E8wg04nee	时间就是 最巨大的谎	NULL	Time is the biggest lie
2595710451	E8NmeBkFV	[蜡烛][蜡烛][蜡烛]	NULL	[] [] [] Candle Candle Candle
2596755221	E8Iz7mpKw	66666，空门[doge]	NULL	66666, open [doge]
2597553395	E8vQisTvu	整蛊奶爸湿屁屁，会有什么后果？看完视频你就知道了，和我一起参与话题讨论，马上抢100%中奖红包！	NULL	Then daddy wet ass, what will happen? After watching the video you will know, and I participated in the topic of discussion, and immediately grab 100% winning red!
2597786764	E8K1D1q0K	我得要一个人督促我刷牙，因为懒，因为牙齿痛	NULL	I need a person to urge me to brush my teeth because of the pain of my teeth.
2597848770	E8c5uuOFr	下周的伙食费有着落了，工头终于给我一份工作了[好喜欢]	NULL	The availability of next week's meals, the foreman finally gave me a job [love]
2598034247	E8wnYECIu	心狠手辣<br/>实现了一半	NULL	<br/> realized half extremely cruel and merciless
2598053551	E8QY4qqcp	[中国][中国][中国] 	NULL	Chinese [] [] [Chinese China]
2598364350	E835ntVm5	好像很厉害[doge][doge][doge]	NULL	Seems to be very powerful [doge][doge][doge]
2598838424	E8fewne2W	[可爱]	NULL	[sweet]
2600195933	E8NnOEAye	周日还要上班[哼]一大早起床都精神恍惚[晕]想到之后要上班到国庆才能放假我真的要哭了[抓狂]	NULL	Sunday go to work early in the morning get up] [hum trance [halo] thought after going to work to the National Day holiday before I really want to cry [crazy]
2600195933	E8XLIytlF	工作两年收获最大的技能就是点钱越来越准了[doge]	NULL	Working two years to gain the greatest skill is the point of money more and more accurate [doge]
2600770911	E8ROX9eGf	脾气不好，其实是一种心理疾病。为了自己解脱，把废气洒在别人身上，说到底，其病根就是自私。 	NULL	Bad temper, in fact, is a kind of psychological disease. In order to extricate himself, the exhaust gas spilled on others, after all, the root cause is selfish.
2600856745	E8rpu74sX	最讨厌的人 一是小气 二是话多	NULL	The most annoying people are stingy two is more
2600953841	E88wkfOGu	 &gt;&gt; 《失落沙洲》-杨劳动&gt;&gt; (来自)	NULL	&gt; &gt; "lost" bar - Yang labor &gt; &gt; (from)
2601004197	E8EBIb2C9	告别总是来的猝不及防	NULL	Farewell to always be caught off guard
2601725261	E8hBgenlf	晚安啊  你们  💫[月亮]	NULL	Good night, you [moon]
2602189091	E8yastvVx	上次你们想看的肥胖大体老师解剖视频Obesity.The.Post.Mortem，请虔诚的看哈，然后认真的思考一下该如何keep fit。	NULL	The last time you want to see the fat gross teacher anatomy video Obesity.The.Post.Mortem, please look at ha ha, and then seriously think about how to fit keep.
2602929907	E8RYnDUnh	心脏再次几起几落，张继科你终于赢了。<br/>然后想说点矫情的，希望你以后的每场比赛打得都很开心，希望你身体健康，希望你每天还要快乐。<br/>默默喜欢你五年的时间里，从最开始没人知晓你的名字，到今天终于有那么多人在你得到冠军之后为你叫好。<br/>我很骄傲，真的。	NULL	Heart again several ups and downs, Zhang Jike finally won you. <br/> then say hypocritical, wish you every game played very happy, I wish you a good health, I hope you happy every day. <br/> silently love you five years of time, from the start, no one knows your name, to finally have applauded so much for you after you get the champion. <br/> I'm so proud, really.
2602935684	E8NdyxBn7	[微笑][微笑]现在表情丑到无法直视[微笑][微笑][微笑]尤其我最爱用的“[眼泪]”看一次丑哭一次[微笑][微笑]	NULL	[smile. Smile] now look ugly to smile, smile to look [smile]. Especially I love to use "[tears]" to see an ugly cry once [smile] smile.
2603027383	E8rl0iugU	你真美，小婊砸	NULL	You are beautiful, the little bitch hit
2604552501	E8guxfAS8	饿死了	NULL	I'm famished.
2604670717	E8nsqbehA	[微风][微风][微风] 	NULL	[] [] [] breeze breeze breeze
2604785902	E8X4x6FlS	今天成功领取8积分微博控红包  	NULL	Today successfully receive 8 points micro-blog control red
2605833212	E8Ssit2X0	[咖啡]️莫强求，有时终须有…🍇♫我正在收听这首单曲:许冠杰-浪子心声♫ (来自 听手机QQ音乐，QQ等级加速升！)	NULL	[coffee] up it, sometimes the end must have... I was on the listen to this song: Sam Hui (voice on the mobile phone from the prodigal son listen to QQ music, QQ level rise acceleration! )
2606907833	E8gbdkUNp	爱与被爱不一定成正比。	NULL	Love is not necessarily proportional to being loved.
2607139405	E81uKk0xh	一点都不想滚蛋[泪][泪][泪][泪][泪][泪] 	NULL	I don't want to get out. [] [] [tears tears tears tears tears tears] [] []
2607453057	E8DDP36Sh	分享图片	NULL	Share pictures
2607507487	E83pcrc5Z	他们说只想找个由头儿吃块甜点蛋糕而已。MCake蓝莓拿破仑味道依然赞（给做个广告）[飞吻]	NULL	They just want to find a piece of cake for dessert to eat by the boss. MCake Napoleon (Blueberry taste still praise to make an advertisement) [kiss]
2607843621	E8I8iiUtQ	一首歌哭成狗。我知道这很丢人。可是我真的忍不住。	NULL	A song to cry into a dog. I know this is a shame. But I can't help it.
2607843621	E8RI5DZk6	安生从包里拿出了esse。 <br/>这两天朋友都劝我 出去散散心 别总把一个人关起来。好 我决定去看最近很热的七月与安生 可是看到那个摇滚歌手说他只想活到27岁 因为他的偶像活到了27岁 瞬间想到了他 又老泪纵横 最后七月也活到了27岁。很不错的一部片子。	NULL	She took out from the bag esse. <br/> the two day friends advised me to go out and have a heart don't always put someone up. I decided to go to see the recent hot July and quiet but see the rock singer said that he just wanted to live to the age of 27 because of his idol at the age of 27 he instantly thought of the last July The old man wept bitterly. also lived to 27 years old. A very good film.
2607947757	E7ZdwgPIU	晚什么安 明明想你想的夜不能寐	NULL	What an evening you want to think clearly at night
2608077685	E8dHftSql	我刚换了“Hello Pig”模板，好漂亮，你们都快来试试！ 	NULL	I just changed the "Pig Hello" template, very beautiful, you are going to try!
2608414721	E8RGUDrJr	吃土吧	NULL	Eat dirt
2608452921	E8KoIE8vi	好想把HM的甲油全部都买下来啊！！！！！真的每个颜色都超！好！看！！！	NULL	I want to buy all of HM's nail polish down ah!!!!! Each color is super! Good! See!!!
2608798815	E8QDsngsi	这个广告？不扫码就看不懂，但是仍然没有足够的吸引力让人扫码 	NULL	This advertisement? Do not sweep the code can not understand, but still do not have enough attractive to sweep the yard
2608810441	E8RduDn3I	快5个小时了，这一天又要过去了，真快！	NULL	Nearly 5 hours, and this day has passed, really fast!
2608959761	E7PUg0bDw	看第31集哭成[狗]，差五岁，她研一，他大一，她工作，他读书，不在一个频道，最终她结婚那天，他不是新郎。心疼肖海洋，只想要一个他那样的哥哥，不想要一个那样的男朋友。强势安利。 	NULL	Look at the thirty-first set to cry into a "dog", five years old, she studied one, he freshman, she worked, he read, not on a channel, and eventually she married that day, he is not the groom. Distressed Xiao Haiyang, just want a brother like him, don't want a boyfriend like that. Strong Amway.
2609002467	E8TxuCeC9	最近不知怎么<br/>运气真的是爆棚啊[笑cry]<br/>不仅中签名照还被夫仔翻牌<br/>而且前几天我妈打牌<br/>我就站她旁边她连着和了好几盘<br/>帮她摸牌一摸一个准[笑cry]<br/>希望一直运气这么好下去[傻笑][祈祷]	NULL	Recently, I do not know how <br/> luck really is overflowing ah [laughs cry]<br/> not only in the autograph is Fu Tsai <br/> flop and a few days ago my mother playing <br/> I stood beside her and she even with several <br/> to help her touch touch a [laughs cry]<br/> hope is always so good luck. [laughs pray].
2609004861	E8vH4DHZl	长风破浪会有时 直挂云帆济沧海	NULL	Sometimes I will sail
2609052115	E8DZ7hCKs	一晚上还是那个梦 多了黑色的僵尸和曙光的EQ 啥玩意儿	NULL	One night or the dream of more than the black zombies and dawn of EQ what thing
2609052603	E8IiA0lUW	我从来没有追过哪个明星做哪个明星的粉，但是乔任梁是第一个因为离世让我泪奔的明星<br/><br/>之前在网上搜索到乔任梁的时候都是批评抹黑他的，也可能是他扮演的角色总是让人不那么的喜欢所以才会对他有各种各样的偏见<br/><br/>当《我们相爱吧》节目播出后大家都在扒乔任梁黑史抹黑他说情史丰富滥情，也劝告徐璐不要和&nbsp;	NULL	Which star do I never overtake which star powder, but Qiao Renliang was the first to make my tears because before the Death Star <br/><br/> in the online search to Qiao Renliang when there is criticism to discredit him, he may play the role of always let people don't like so there will be a variety of bias when <br/><br/> "we love you" after the broadcast all in black history to discredit grilled Qiao Renliang he said he also love story of the rich, and Xu Lu advised not to &nbsp;
2609931851	E8PGqqIYI	海南特产清补凉 好满足喔[馋嘴]	NULL	Hainan specialty tonic meet [Chanzui] Oh
2610945957	E8KrzpQAG	总是徘徊在坚持与放弃之间的我[思考] 	NULL	Always hovering between adhering to and giving up on my [thinking]
2611249473	E83zljOpH	被自己做的红烧肉咸炸了[眼泪]	NULL	By doing Braised pork in Brown Sauce Fried salty tears []
2611692953	E8wbTCJgV	气死我了[微笑][微笑][微笑]	NULL	I was mad, smile, smile [smile]
2612770387	E8vXngtGC	新婚快乐[结婚][飞吻]	NULL	Happy wedding wedding kiss [] []
2612807635	E8vM7kRnL	就像收藏里有多少秘密 就像我多爱你🐋	NULL	How much I love you like a secret like collection.
2612855353	E8NUu095J	我爱画符，召唤有毒！使出了浑身力气召唤出了清姬！吾辈……好像偷渡成功了ʅ（´◔౪◔）ʃ 	NULL	I love painting, called toxic! Used all the strength to summon a clear ji! We...... If successful (smuggling)
2613117824	E8KrSjMwU	每个人都觉得我想的太多，想的太多，想的太多，不要想那么多。可是我做不到！我做不到！我做不到！我做不到！我做不到！我做不到！我做不到！我做不到啊……为什么要逼我..... 	NULL	Everyone thinks I think too much, think too much, think too much, don't think so much. But I can't do it! I can't make it！ I can't make it！ I can't make it！ I can't make it！ I can't make it！ I can't make it！ I can't do it...... Why force me...
2613500494	E8RYQB90s	我的式神录新晋宠神雨女！努力微笑，相信自己会有欧洲血统٩͡[๏̯͡๏]۶ 	NULL	My new pet God Shanxi hellspawn female rain! Try to smile, believe that there will be a European descent []
2613818655	E881agHeD	又是姨妈要来不来的臭情绪[哆啦A梦汗][沙尘暴]	NULL	It is bad mood [duo aunt will come to A, Khan sandstorm]
2613828665	E8vkkjBdq	哎呦妈呀要迟到了[泪]	NULL	Oh mama will be late [tears]
2614477131	E8xPMCr7M	《魔兽世界》新资料片上线！伊利达雷的信徒们，你们是世界最后的屏障，如果失败艾泽拉斯将不复存在！想要战胜恶魔就要比恶魔更加了解邪能的力量，掌握恶魔变形的能力！兑换成就奖励——飞机头笔筒及伊利丹Q版手办！更有终极大奖全球限量三千套的阿尔萨斯手办 	NULL	"World of Warcraft" new information on the line! Ely Daley's followers, you is the last barrier, if the failure of Azeroth will no longer exist! To defeat the devil is better than the devil to understand the power of evil, the ability to master the deformation of the devil! Exchange reward - the aircraft head pen and Illidan Q model! The more the ultimate prize Global Limited Edition of three thousand sets of Alsace Office
2614480077	E8DvBjf3e	根本拍不出来。。。[大哭][大哭][大哭]红的啊！！！！红的！	NULL	Do not shoot out... [] [] [] cry cry cry red!!!! Red!
2614977565	E8EyL0ksT	最近太down了	NULL	Recently too down
2615445512	E8TtMFWGK	故知般若波罗蜜多，是大神咒，是大明咒，是无上咒，是无等等咒，能除一切苦，真实不虚。故说般若波罗蜜多咒，即说咒曰：揭谛，揭谛，波罗揭谛，波罗僧揭谛，菩提萨婆诃。[祈祷][祈祷][祈祷]	NULL	Therefore know that Prajna paramita, is a great spiritual mantra, the mantra is, is the supreme mantra, is no and so on, can remove all suffering, true. Therefore said the Prajnaparamita mantra, the mantra of the truths, that was spoken, the Baltic monk gati, Polo gati, Bodhi Po river. Pray, pray, pray []
2615599847	E8Ccdc6n3	人为什么可以说走就走 你唱的歌那么好听 拍了那么多电视剧不是吗？有什么原因可以让你生病 不好好活下去呢[悲伤][泪] 	NULL	Why can you say that the song you sing so well to listen to shoot so many TV series is not it? What reason can make you sick not to live [sad tears].
2616006671	E8ADcqhm1	微博瘫痪十分钟……	NULL	Micro-blog paralyzed for ten minutes......
2616156183	E8pCxDoEV	提前送给麻麻的礼物[心]	NULL	A gift given in advance of Ma [heart]
2616299277	E8ppA8xII	秋去秋又来。	NULL	Autumn to fall again.
2616759907	E8dRQndJU	我记住你了，门口的那位傻逼[微笑][微笑]	NULL	I remember you, in front of the idiot [smile] smile.
2617094510	E8XxGCSCC		NULL	
2617131417	E8TdKCo7U	京东自营三星note7已经下架……	NULL	Jingdong's own Samsung Note7 has been under the shelf......
2617296297	E8ynZow2S	张益达在特别有耐心的教Cici英文单词……我咋那么害怕呢…[笑cry]	NULL	Zhang Yida taught Cici English words in particular...... I'm so scared... Laugh cry]
2617836090	E8ctM52u4	我参与了 发起的投票 【大蜜的星座分布】，我投给了“天秤座”这个选项。你也快来表态吧~	NULL	I participated in the launch of the vote [big honey constellation distribution], I voted for the "Libra" this option. And you come to the position.
