1688978637	E5PsWoYOV	水逆真的开始了	NULL	The water inverse really began.
1785376165	E5ZrWy2RN	11月份演唱会 我能说什么 我要买机票回国啊啊啊	NULL	November Concert I can say what I want to buy a ticket to return ah ah ah
1785625957	E5GTfgVAC	真爱就是p完自己还不忘记把对方也p一下hhhh	NULL	True love is p finished their own do not forget to put each other also hhhh about P
1785625957	E5724BqpD	国服第一炮台哈哈哈哈哈哈	NULL	In China the first Fort ha ha ha
1785890330	E5vEV2WWl	吃冰	NULL	Eat ice
1785890330	E5n02qtIL	湿 身	NULL	Wet
1785898032	E5GPppxOd	理智爱国，沉住气，不要让你的愤怒成了对方的武器。[思考][思考][思考][思考]	NULL	Rational patriotism, by yourself, don't let your anger into each other's arms. [[] [] [] thinking thinking thinking thinking
1785898032	E5xmDANTi	！！！！！！	NULL	!!!!!!
1786246821	E5RkJFNZ6	预告里大神和KO对决怎么一副男主男二抢女主争风吃醋的即视感[doge][doge][doge]傻白甜的美人师兄拿错剧本了吗	NULL	Notice how a great fight KO male male two female's main grab that visual sense [doge][doge][doge] silly white sweet beauty brother take the wrong script.
1786246821	E5yRetglE	完都完了，这两天脑内一直无限循环就承认一笑倾城一见自难忘，说什么情深似海我却不敢当[拜拜][拜拜][拜拜]出不去了（ps:这张郑爽造型莫名好看）	NULL	All over, these two days have been admitted in the brain of an infinite loop in the fight to see since unforgettable, I do not dare say what love, bye bye bye bye bye bye [[]] to get out (ps: this Zheng Shuang other inexplicable look)
1786718975	E5wMXB292	”风没有最暖的 酒没有最烈的 但我有最好的你。”	NULL	"The wind is not the most warm wine is not the best but I have the best of you."
1786753355	E5QJoevKw	明明就很难过好吗……  	NULL	Obviously very sad good......
1786753355	E5HkJ6IIg	 《半生熟》 	NULL	"Half cooked"
1786783387	E4TjXFAVf	爱旅行的人运气都不会太差！我在带着微博去旅行 的红包中抽到了 提供的“滴滴魔性打车券”，快上车，带你遇见最美的世界！	NULL	People who love to travel will not be too bad luck! I took micro-blog to travel in a red envelope to provide a bit of magic taxi coupons, get on the train, to bring you to meet the most beautiful world!
1786872971	E5RFXc32p	为什么 为什么这么兴奋 [拜拜] 感觉自己要爆发了[眼泪][拜拜][拜拜][拜拜]	NULL	Why so excited [] bye feel broke out. [] [] [tears] bye bye bye bye bye bye
1786872971	E5dzgc5mO	马龙在最中间诶 林哥头发好靓 [眼泪]	NULL	Malone is in the middle of the forest. Brother hair good [tears]
1787034044	E5XGLdB2s	我们今天讨论了一下怎么显得年轻，得出的结论是：不上班，少压力，人自然就年轻了[拜拜]	NULL	Today we discuss how is young, the conclusion is: less pressure, do not work, people naturally young [].
1787034044	E5vryrkIS	分享图片	NULL	Share pictures
1787114163	E5xX22ysA	李总啥时候出来 看不下去了这节目 什么水平	NULL	Lee always come out to see what level of this program
1787243094	E5mZRe4nD	被陶局带出来喝酒，喝的一脸懵逼。。[喵喵][喵喵][喵喵] 	NULL	By Tao station with out drinking, drink a face Meng force.. Meow meow meow. [] []
1787243094	E5lUK75J4	晚上陶局约我食堂见。。我好怕[喵喵][喵喵]，还有明天要加班，加班加班！！ 	NULL	Evening Tao bureau about my canteen.. I'm afraid [] and [] meow meow, tomorrow to work overtime, overtime work overtime!!
1787317955	E5Fl1BAVP	后腰要干好拦截抢断的活（保护好你堆，和有一定出球能力组织能力（好让他不用跑回后场拿球组织，没有后顾之忧尽管在前面浪。感觉新援扎卡这两点还是可以。不过才看一场，也不知道打强队会不会被爆，多看几场再说。这么年轻就是门兴队长了，一见堆堆秒变跟屁虫小迷弟，我还是服气[偷乐]	NULL	Back to do tackle live (to protect your heap, and a certain ball organization capability (so he not back to the field after the ball, not in front of the waves despite the menace from the rear. Feel this can still be two new aid zacca. However, only to see a, do not know to play a strong team will not be explosive, to see a few more to say. So young is Borussia captain, saw many small piles of second stooge brother, I was convinced we []
1787701615	E5ZFv13y6	快来吃饭了！！！	NULL	Come and have dinner!!!
1787701615	E5YhOzD01	“小目标”有表情的版本，让我再笑一会儿[笑cry][笑cry]，表表先定一个能够达到的小目标，比如这条微博被赞一亿次[doge][doge][doge]	NULL	Small goal, there is an expression of the version, let me laugh for a while [laughs cry][laughs cry], the table first set a small goal to achieve, such as the micro-blog was like one hundred million times [doge][doge][doge]
1787959984	E5VJv0KJ6	处女座的小伙伴润润生快ww	NULL	Virgo friends run fast Runsheng WW
1788074753	E5Y578QQK	中午一份这样的盒饭，就会让我从四点开始就饿到不行[悲伤][悲伤][悲伤][悲伤]	NULL	Such a lunch at noon, will let me start from four points to not sad, hungry [[] []] sad sad sad
1788074753	E5LpCvGaJ	终于睡醒了……无事一身轻的感觉，好难得好舒服[泪][泪][泪]	NULL	Finally woke up...... No thing a light feeling, very comfortable, good rare [tears tears tears].
1788213163	E5jQCmCsh	 为什么我大学时流行的游戏是 英！雄！联！盟！，一个劲的杀杀杀，无脑杀杀杀 / 心累！[喵喵]	NULL	Why I was a popular game at college! Male! Lian! Meng! , a fresh kill kill kill, no brain kill kill / heart tired! [she]
1788468593	E5donynOE	开车这种高档的运动不适合我[微笑]	NULL	Driving this fancy sport doesn't suit me.
1788468593	E5bEjg15g	中午一个短短的午觉，经历了现实版的盗梦空间[喵喵][doge][喵喵][doge]感觉就这么在第二层梦境里一直生活下去也不是不可能啊[喵喵][doge][喵喵][doge]细思极恐	NULL	At noon a short nap, experienced a reality version of the inception [][doge][meow meow][doge] feel so in the dreams of the second layer have been live is not impossible ah meow meow [][doge][][doge] very thin Si fear
1788572862	E5Ulyobkc	青春之所以美，就是因为再也回不去了	NULL	The reason why the United States is the United States, is because it can not go back
1788586730	E5v3VacDe	天呐新郑机场再也不是我认识的机场了 现在大到无法想象现在有几百个登机口，工作人员在登机口附近开小车巡逻[微笑] 想到最近还得回家一趟真是够了[哈欠] 	NULL	The day Xinzheng airport, my understanding is no longer the airport now too big to imagine now have hundreds of the gate, the staff car patrol in the vicinity of the gate [smile] thought also recently got to go home really enough [yawns]
1788586730	E5kLJwGmO	拜拜我的最爱们[生病][感冒][感冒]	NULL	Bye bye my love [] [] [sick are cold cold.
1788631641	E5jyqcioq	火腿鸡蛋炒饭＋清炒圆生菜。一个人也要好好吃饭！明天去买点料酒就可以红烧鸡腿🍗啦[粥]~	NULL	Ham and egg fried rice and stir fried shredded lettuce. A person also wants to have a good meal! To buy some wine tomorrow will be. [~ braised chicken porridge
1788631641	E52qa3FY0	在泰国的日子。🏝🏝	NULL	Days in Thailand. 🏝🏝
1788743107	E602bxnbs	爱难道不应该是相互的吗。	NULL	Love should not be mutual.
1788743107	E5XYrcuPb	我也觉得我闲的	NULL	I think I'm free.
1788798227	E5qdfozNb	没有不喜欢你  和  没有 不喜欢你	NULL	No don't like you and no don't like you
1788840727	E5QiAjbnO	那个爱香奈儿和孟逸然好恶心啊！！！大神为什么要和孟逸然说话！！！可是不说那个怎么突显我大神的气质卓绝啊[心]表白大神一万遍	NULL	That love Chanel and Meng Meng good nausea ah!!! Why should God talk to Meng Yiran!!! But I don't say that how to highlight the God temperament extraordinary ah [heart] express God ten thousand times
1788840727	E5GCXkn9K	不嗨森[抓狂]，昨天东方卫视只有一集，今天江苏卫视只有一集，总觉得少看了两集[泪][泪][泪]	NULL	Not hi Sen [crazy] yesterday, the Oriental TV only a set, today only a Jiangsu TV set, always feel less watched two episodes. [] [tears tears tears]
1788894305	E5EhCfAPW	菊花朵朵开	NULL	Chrysanthemum blossoming open
1788894305	E5ClVyLmO	今天有点入秋的感觉了	NULL	A feeling of autumn today
1789520051	E4WIppDCW	一生很短 爱无疆界[心]	NULL	Life is very short of love without borders [heart]
1789805817	E5sHCFO1e	可爱的猫咪  .	NULL	Lovely cat.
1789805817	E5sGmpq6s	取个快递，一只小猫咪突然跑到我身边蹭来蹭去，刚开始吓了一跳，猫咪走路没声音，[吃惊][吃惊]	NULL	Take a courier, a cat suddenly ran up to me rubbing, beginning a scare, the cat walk no sound, [[]] surprise surprise
1789834424	E605138V0	一胖毁所有！每次管不住自己嘴的时候，请看看这组图！[拜拜]	NULL	A fat ruin all! Every time you cannot hold your mouth, please take a look at this photo! Bye bye []
1789834424	E5ZR6c44o	套路太深....猝不及防啊[doge]  .	NULL	The routine is too deep... Ah. [doge] be caught off guard.
1789884121	E5V5wlTcP	 已经在韩国榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！	NULL	In Han G B for you refuel it, you are the only dedicated my life oh. Awesome！
1789996487	E5WhCFLFl	刚回学校就想家了 [伤心]	NULL	Just back to school, homesick [sad]
1789996487	E5E6ZiAjZ	💕	NULL	💕
1790112803	E5Iju4Zil	黑眼圈马上就要垂到下巴了[困]	NULL	Black eye will soon be down to the chin [trapped]
1790146353	E5IlGwkB5	越来越爱拍素材了 相册里都是工作图，真是虚有其表的一周生活[打脸]	NULL	More and more love making material album are working drawings, is really a week of life [] the face look impressive but lack real worth.
1790183323	E5WeisCkk	一起坐着看电视，我妈起来去拿了个抱枕，放我爸大腿上，拍了拍，直接躺倒了……我走[拜拜][拜拜][拜拜]	NULL	Sitting together watching TV, my mother took up a pillow, put my dad thigh, patted down directly...... Bye bye [] [] [me].
1790671745	E4VOq1z8Z	我勒个去他外婆家的香蕉皮！！！	NULL	I went to his grandmother's banana skin!!!
1790671745	E4UXugD7G	  自从养了个小祖宗一下班就得赶回家， 94年和82年的饭后大战，笑喷[蓝心]	NULL	Since a small ancestors work must get home, 94 years and 82 years after the war, [] blueheart laugh
1790771077	E5VxckQO5	每天听我靓的梦伴无数次	NULL	Every day to listen to my beautiful dream with countless times
1790771077	E5Q2TzrZq	出门冷得抖[眼泪]	NULL	Go out cold shake [tears]
1791208944	E56wnjdk0	原来每份真爱背后都有不可言说的退让。	NULL	Behind the original each have unspeakable love back.
1791529901	E5wGOnP55	我什么时候才能爱上你[汗]	NULL	When can I fall in love with you [sweat]
1791529901	E5em9y1Ms	整天吃什么，决定你的身体状态。整天看什么，决定你的精神状态。 对着一堆垃圾看一天，再好的情绪也会变坏。对着青山绿水看一天，再坏的情绪都会好转。把时间都浪费了，花时间关注了太多鸡毛蒜皮的事，不仅没有用时间投资自己，而且还把自己搞的整天精神不振。有时间多谋划谋划自己，那样越活越精神。	NULL	Eat what you eat all day, and decide your body. What to watch all day, decide your mental state. Look at a pile of garbage a day, and then a good mood will be worse. To see the green mountains and rivers one day, then the bad mood will be better. Wasted time, take time to watch too many trifles, not only did not invest their own time, but also engage in their own Jingshenbuzhen day. Have more time to plan their own, as the more the spirit of living.
1791869023	E5RlIggvw	分享图片	NULL	Share pictures
1792027404	E5tV5btGa	qrpbf	NULL	Qrpbf
1792444461	E4QFhdYlU	想家[失望]	NULL	Homesick [disappointed]
1792554785	E5YhMdW3N	怎么进人家卧室连门都不敲，礼貌何在？ 	NULL	How to enter someone's bedroom without knocking on the door?
1792554785	E564JFSji	我参与了 发起的投票 【2016金鹰女神】，我投给了“郑爽”这个选项。你也快来表态吧~	NULL	I participated in the poll [2016] the Golden Eagle goddess, I voted for the "Zheng Shuang" option. And you come to the position.
1792730144	E5UWp5bUd	只能在梦里相见 [伤心]	NULL	Can only meet in the dream [sad]
1792730144	E5HSmpJ9I	每天热搜都是我科 成天搞事情 那些男明星呢[怒骂]都出来一两个啊[怒骂][怒骂]杀杀他的风头啊火的要爆炸了一天天的[怒骂][怒骂][怒骂]还能不能安稳过日子了[悲伤][悲伤][悲伤][伤心][伤心][伤心]	NULL	Every day is a hot search all day in that it [at] the male star out of one or two [] [] ah curse curse to kill his thunder fire to explode a day. [] [] curse curse curse can live peacefully. [] [] [] [sad sad sad sad, sad. Sad.
1792931604	E4TEh59Q9	拍摄美食有什么技巧？ - 回答作者：「王丹青」（想看更多？下载知乎 App：）	NULL	What are the skills to shoot food? - answer the author: "Wang Danqing" (want to see more? Download know almost App:)
1792999444	E5PACrA4u	公车等了1小时。😤😤😤起始站就是坑	NULL	The bus has been waiting for 1 hours. Is the starting station pit
1792999444	E5Mg45B0L	 我是我爱豆的粉丝，我的爱豆是张继科！我为他助威递水，看他夺银争金！我给张继科递水加油，祝他里约好运！快来为你的偶像递水助威吧~ 	NULL	I am a fan of my love, my love is Zhang Jike! I cheer for him a cup of water, he took the silver for gold! I'll pass the water to Zhang Jike. I wish him a good luck! Come to your idol cheer ~ a cup of water
1793010742	E5vxBFT6v	81我初二，放学刚进楼梯口就听到宋大掰在广播里大声猴叫---------铁郎头，，， 几年后，我居然也成了一个铁郎头，在工厂里拿榔头打铁的[笑cry][拜拜]	NULL	81 my second day, just enter the school stairs I heard on the radio loud monkey called Song Dabo - Tetsuro first, and, after a few years, I actually became an iron hammer head Lang, a blacksmith in the factory cry][[laughs].
1793010742	E5bbEd7fh	握草，本宝宝今满49，居然会是同一天的，彼此的差距咋就那么那么大腻？！尴尬了！[汗]爱你不是一两天，求撞脸好吧？！科科[爱你][笑cry][拜拜]	NULL	Grasp the grass, the baby now full 49, actually will be the same day, the gap between each other is so so big greasy?! Embarrassed! Love you are not one or two days, and hit the face, OK?! Love you, Koko laugh cry][].
1793041334	E5XufuJfU	这些年 能一直坚持下来的也只剩下这个了	NULL	This is the only thing that can keep on all these years.
1793041334	E5ycUfS4W	哈哈哈哈 还有一天就能在 上见到 我段天仙和嘎嘎 现在光想想就好开森 哈哈哈哈   最近还入手了我段小哥哥同款手机壳  哈哈哈哈	NULL	Ha ha ha ha one day in my section can see the angel and rattle it now a good day with me ha ha ha ha recently little brother with a hand ha ha ha ha
1793597330	E5DDBksL2	啊啊啊啊啊 我要死在肖（杨）奈（洋）的眼神里了！[心][心][心]	NULL	Ah ah ah ah ah I am dying in Xiao (Yang) NaI (Yang) in the eyes of the! [] [] [] heart heart heart
1793597330	E5uD09Tk0	突然发现，我长这么大，就没好意思大咧咧地问谁要过礼物，朋友、爱人，甚至父母，别人主动送了会感动，但也会不知所措，想想也是略心酸。一直活得那么敏感自觉、小心翼翼。你说这是性格自觉，我说这或许是从来没有真正亲近过。	NULL	Suddenly, I look so big, it did not have the nerve to ask who lielie to gift, friend, lover, or even parents, others will take the initiative to send touched, but also think it is slightly sad at a loss. Have been living so sensitive and conscious, careful. You say this is the character of consciousness, I said that this may be never really close to.
1793649063	E5PCZgjdM	怎么还不开学         <br/>怎么开学了        <br/>开学最后一涂了吧..画出来好土...	NULL	How is not the beginning of the school <br/> how to start the last <br/> of the painted it....
1793657510	E5FDObEGu	今天去超凡剪头发，店长很热情的跟我打招呼，跟我说你有半年没来了，你妈妈也好久没来了，洗头小哥热情的跟我叙旧，说好久没见我了，听得我一激动脑子进屎买了一瓶洗发水，tm370元！一点都不贵[微笑]走之前店长热情地跟我挥手[手掌]🏻说美女你要经常来做护理，来玩玩啊，我++你大爷[微笑]	NULL	Today the extraordinary hair cut, the manager warmly greeted me, tell me you have a half a year did not come, your mother didn't come for a long time, a little brother to me with enthusiasm, said long time no see me, I was excited shitheads bought a bottle of shampoo, tm370 yuan! Not a bit expensive [smile] to go before manager enthusiastically waved with me [palm] said beauty you want to do care often play with your uncle ah, I + + [smile]
1793657510	E5FqB5yFF	冒着被蒋飞南骂的风险，我偷偷剪了个头发🙄到今天没留过正儿巴紧的长发[再见]怀疑男生都有长发情节，一直不让我剪短发🙄	NULL	Risked Jiang Feinan scold, I had a hair cut today not to stay long hair tight Pakistan is suspected of "goodbye" boys have long hair plot, has not let me cut hair
1793923490	E5CB0tydF	 不要不开心～寒假马上来呀 分享单曲 （ ）	NULL	Don't be happy to come to share (single) winter vacation
1793923490	E51Ibfmc0	学会的第一首日文歌呢！ 分享单曲 （ ）	NULL	The first Japanese song! Share single ()
1794191130	E5sPG67A1	我这个年轻人的体力怎么这么差阿...晚安，时间[带着微博去旅行] 	NULL	How do I get this young man so bad, good night, time [with micro-blog to travel]
1794191130	E5sLZoeqB	[doge]Ins的滤镜我服	NULL	I take [doge]Ins filter
1794295000	E5ksf01F1	最近总是闪退嘤 IOS系统	NULL	Recently always flash back style IOS system
1794378557	E5WyA4Npr	在机场打印了几张免费照片，光猪爸妈开心坏了，哈哈哈哈。即将起飞，回大浙江咯[爱你] 	NULL	In the airport to print a few free photos, photo pig parents happy, ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha ha. Is about to take off, back to the big Zhejiang slightly "love you"
1794378557	E5QU17jw6	今天步数2万4[拜拜]真是醉了[微笑]恭王府颐和园圆明园，都在路上，不过慈禧水道还不错，颐和园的风景真的太美！晚上还能和高中的好朋友们相聚，真是太有缘啦！明天回大浙江了，晚安[爱你] 	NULL	Today the number of steps 20 thousand 4[bye] is really drunk [smile] Gongwangfu the Summer Palace Old Summer Palace, on the road, but Ci Xi channel is also good, the scenery of the Summer Palace is really beautiful! In the evening and high school friends to get together, it is too good! I will return to Zhejiang tomorrow, good night [love you]
1794847941	E5nO2oaJZ	嘤嘤嘤<br/>被杨洋撩的停不下来<br/>回头看聊天记录仿佛一个智障哈哈哈哈哈	NULL	They were <br/> by Yang Yangliao can't stop <br/> look like a retarded chat ha ha ha ha ha
1794847941	E5kdebsjS	 好甜呀[羞嗒嗒]	NULL	How sweet ah [shame] blah
1794951042	E4Un0Aou0	这玩意很能磨你的耐心[微风]「假装清风徐来很平静的样子…」那三根长短不一的原因是，被我戳断了两根[微风]「除了手指扎针我还没扎出血过」嘛啊嘛…尽心就好～	NULL	It 's a great way to sharpen your patience [the breeze], "pretending to be cool... "The three lengths is, I stamp broken two [] breeze" in addition to finger prick I haven't tie ". Ah well bleeding... As one's heart is good ~.
1794951042	E4TTO4MQX	这玩意怎么能叫“戳戳乐”呢？这玩意分明就是“戳戳疼”、“戳出血”…[微笑]	NULL	How could this be called "poking fun"? This thing is clearly poke pain, bleeding"... [smile]
1795029141	E5DzVvp6Q	看完两集贤者之爱今天不想起床了	NULL	After the two set of sage love today don't want to get up.
1795149675	E5XQeCoBw	[带着微博去旅行]	NULL	[take micro-blog to travel]
1795149675	E5Ufv5Fnq	可我就是喜欢酷酷的男孩子[拜拜]	NULL	I just love the cool boys [].
1795277675	E55coguwG	只有我不喜欢派森百的橙汁么 略苦。[偷笑]	NULL	I love you not only Orange Juice Python 100 slightly bitter. [laughing]
1795277675	E4UN38IzJ	文明办四大汪的对工作的热情和爱。	NULL	Civilization do four big Wang's passion for the work and love.
1795302764	E5R3ZySxW	ara 才反应过来霓虹的话已经30号了orz 松潤😎誕生日おめでとう〜〜〜[紫心][星光][草莓蛋糕]	NULL	Ara did not react neon words have been No. 30 orz songrun birth and will in and u ~ ~ ~ [[] [] purple heart star Strawberry Cake]
1795302764	E5NC2lACB	果然 狐狸精是每对cp的必经之路[doge][doge]	NULL	It is the only way which must be passed each of the CP [doge][doge] fox.
1795321953	E5WWNriAQ	万达！万岁！	NULL	Wanda! Hooray！
1795321953	E5Rd82XAw	 大！大！大！生蚝！[馋嘴]	NULL	Big! Big! Big! Oysters！ Chanzui []
1795498343	E5ekljsT8	日渐老人家嗯	NULL	Old man's house
1795506671	E5yBc7nzV	想你 希望你能睡的安稳[月亮]	NULL	Think you want you to sleep peacefully [moon]
1795506671	E5pTlb4z9	幸福的时候 你就会觉得又饿又困又温暖[月亮]	NULL	When you are happy, you will feel hungry and sleepy and warm.
1795542531	E59qfaQG5	分享图片	NULL	Share pictures
1796108075	E5H5V0o5t	太好了，杨老板终于被干掉了～[哈哈][good][赞啊]	NULL	Too good, Yang boss was finally killed ~ [ha ha][good][like]
1796108075	E5lt0mfSz	龙眼树发芽了～[四叶草]	NULL	Longan trees sprouted clover ~ []
1797321327	E5GocqAiD	过演唱会的干瘾 唱的我喉咙都撕了 演唱会快来吧😕	NULL	After the concert singing my throat dry addiction are torn concert come
1797321327	E5zgjCoxl	你想要的都会有 只是时间问题 [爱心]️	NULL	You want there will be only a matter of time [love] up
1797366463	E5ZVa1vve	 我在  内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！	NULL	I am in the mainland for you on the list, you are my only persistent in this life oh. Awesome！
1797366463	E5Yk1rWGS	 我在  内地榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！	NULL	I am in the mainland for you on the list, you are my only persistent in this life oh. Awesome！
1798016327	E5l96D0it	xinqinhbuhao  shenmwanyi  yige xiaoxiao de fuwushengeryi  jingrangan zheyang !!guyidema??!!!!zhenshiwangbadan!!qusi!!zhuni qingyibeizi!!	NULL	Shenmwanyi Yige xinqinhbuhao zhenshiwangbadan Xiaoxiao de fuwushengeryi jingrangan Zheyang qusi!!! Zhuni??!?!?!!!!!!!!!!!!!!!!!!!!! Guyidema! Qingyibeizi??!!!!!!!
1798016327	E4TOxec5g	我刚换了“碧草蓝天”套装，好漂亮，你们都快来试试！ 	NULL	I have just changed the "green blue sky" suits, pretty good, you come and try!
1798122483	E5nhV8Fst	梦游rng	NULL	Sleep in RNG
1798191760	E5cfZEUiU	说真的！这天气就算是老公跟人跑了，我都懒得去追 真的是太热了！	NULL	No kidding！ Even if the weather is a husband with people running, I do not bother to go after it is too hot!
1798526712	E5HYqguIs	 [心] 超级开心！	NULL	[heart] Super happy!
1798526712	E53ZToRbo	 828见[拍照][转发] 想你[心]	NULL	828 see [[]] you want to take pictures of forwarding [heart]
1798901230	E5HODjiTN	有很开心的事想要分享	NULL	Have a very happy thing to want to share
1798901230	E5fwaaDu6	可是最终你喜欢的电影 也会有人陪你看	NULL	But in the end you like the film will be accompanied by you to see
1799086601	E5RqJ99Sd	七月流火，八月未央，九月授衣。	NULL	July filariasis, August Weiyang, September award of clothing.
1799086601	E5zXn5ujA	好久没有喝醉了。。。今晚包场。。。goobye my love......	NULL	Haven't been drunk for a long time... Restaurant tonight... My love goobye......
1799446122	E5wwSiAR4	不开心啊 每一次的询问都是机会 就是因为自己不善言语不够热情 机会溜走了 ，怎么别人就成功率这么高呢？还是太嫩 需要加强	NULL	Not happy, ah, every time the inquiry is the opportunity is because they are not good enough words to the enthusiasm of the opportunity to slip away, how other people on the success rate is so high? Still too young need to be strengthened
1799931152	E5YRQw7G3	明天要走了还没整过行李<br/>[拜拜][拜拜][拜拜]	NULL	Tomorrow to go not the whole <br/>[. Bye bye bye bye bye bye luggage []]
1799931152	E5XOhcAr0	左 or 右 ！！！<br/><br/>走过路过帮我投个票呗旁友<br/><br/>( ´͈ ꒫ `͈ )◞❣	NULL	Left or right!!! <br/><br/> help me pass a vote by the friends of the <br/><br/> (Bai `)
1800367031	E5OKj9DX0	看微微一笑很倾城中了毒	NULL	Look with a smile very little in the drug
1800367031	E5GppdBFx	卧槽，曹光这个角色真让我直女癌了，这种存在就不科学，如此猥琐的喜欢别人是哪里来的勇气理直气壮说别人水性杨花，不好意思你哪位？真的不熟好吗兄弟，反人类啊简直了，还天才，我呸，糟蹋我萌萌达的二喜	NULL	FML, the role of Cao Guang really let me direct female cancer, this is not scientific, so wretched love others is where the courage with others wanton, which you feel shy? Not really good brothers, it is anti human ah, genius, I bah, I reached the two Xi Meng spoil
1800431100	E5s5i1Rwv	 今天是 胸是鸡蛋海苔拌面&amp;苹果牛奶 喜欢海苔的味道 就是拍照有点久面有点干掉了[doge]噢 没错 我已经变成迷妹了 [好爱哦]	NULL	Today is the chest is egg noodles with &amp seaweed; apple milk taste is taking pictures of love seaweed is a bit long face is a little off [doge] oh yes I have become many sister [love] Oh
1800431100	E5jMvkwQZ	浮夸的我 [哈哈]	NULL	But I [laughs]
1801088685	E5BEG2VU7	今天早饭搭什么呢 ? 想到了，有红皮花生，第一次炒的小花生，香香脆脆哦	NULL	What take breakfast today? Thought, is the first small red peanut, peanut fried crisp, Xiangxiang oh
1801213730	E5LAJAAqy	[doge]天啦撸  九亿少女的梦比我还菜	NULL	[doge] day Lu nine hundred million girl's dream than my food
1801213730	E5iABtT2T	直男审美太可怕了[哆啦A梦汗]	NULL	Straight aesthetic terrible [A dream sweat]
1801471093	E5QU9nj0v	 李准基虽然长得美艳 但是一贯的选片来看有深深的英雄主义情结 各种背负国仇家恨 各种忍辱负重 各种为爱人为家人出生入死铤而走险 对这种硬汉角色完全没有抵抗力[脸红][脸红][脸红][脸红]昭一定要赢得王位啊[眼泪]	NULL	Although Lee Jun-ki looks glamorous but always a variety of films selected for heroism complex deep humiliation for all carrying guoqiuguhen lover for the family of the tough guy go through fire and water rush into danger completely without resistance. [] [] [blush blush blush blush] Zhao must win the throne [tears].
1801471093	E5PCd7cpA	可是王思聪给万达带来的广告效应价值早超过一个亿了[doge][doge][doge][doge][doge][doge]	NULL	But the advertising effect brought about by Wang Sicong Wanda value as early as more than one hundred million of the [doge][doge][doge][doge][doge][doge]
1801777213	E5zPJ7mn9	第五集！！！！！我肖奈大神扔书包那一瞬间简直帅到爆炸啊！！！！[好爱哦][好爱哦][好爱哦][好爱哦][好爱哦][好爱哦][好爱哦][好爱哦][好爱哦] 男神简直不能再帅了！！！！	NULL	Fifth set!!!!! I am Xiao Nai God throw the bag at that moment was handsome to the blast!!!! Good love oh love oh love. Okay. Okay. Okay. Okay, oh love oh love oh love oh love. Okay. Okay. Okay. Okay, oh love oh love oh] God can't be more handsome!!!!
1801945603	E5VvBBXRM	Don't screw with Keke[doge]	NULL	Screw with Keke[doge] Don't
1802175451	E5MdEfu78	老流氓说一幅画吧<br/>五月下午的雨，破旧的楼房<br/>摇头的风扇吹着嘎吱的床<br/>嗯 看见发丝贴在脸颊上的<br/>你	NULL	The old rogue said a picture <br/> May in the afternoon rain, the fan old buildings <br/> shook his head blowing creaking bed <br/> well see the hair on the cheeks you <br/>
1802175451	E5HcBjNbB	斗胆说一下山东小县城喝酒道道，<br/>白酒一杯分六种喝法，四 六 七 八 十 十二<br/>一杯三两三，一般38°45°52° <br/>四个四季，十二个一年，白酒一口啤酒一杯<br/>初次见面必须加深，一般二四六 口/杯<br/>辈份小，轮圈找。<br/>四人酒，啤酒一箱有 白酒二斤往上走<br/>按上面套路走完，是个人就都得迷，就开始随意喝了 随意发展…	NULL	To talk about small town of Shandong after drinking a cup of liquor, <br/> is divided into six kinds of drinking a cup of <br/>, Siliuqibashishier 323, generally 38 degrees 45 degrees 52 degrees <br/> for four seasons, twelve year, liquor beer cup <br/> first met must be deepened, generally 246 / <br/> generation is a small cup. Find rim. <br/> four wine, beer, a box of liquor two pounds to go up <br/> according to the above routines go finish, is the individual will have to fans, began to drink free development...
1802569225	E5nAsAR2C	有花有酒有好盆友，好开心呀！！！！！！！ 	NULL	There are flowers and wine have good friends, good fun ah!!!!!!!
1802569225	E5lnWc53v	[馋嘴] 	NULL	Chanzui []
1802675582	E5WjfsZee	圍城，送給一直支持城寨英雄的朋友。  .	NULL	Siege, gave the city has been supported by the hero of a friend. .
1802675582	E5QvGCnuj	為今晚，為未來加油 	NULL	For tonight, for the future.
1803557253	E5W3uzd2R	有什么事是一碗方便面解决不了的呢	NULL	What's the thing that can't be solved by a bowl of instant noodles
1803557253	E5UUnesEC	求求刑诉爱我一下下<br/>汪大方我想来杯咖啡<br/>	NULL	Please tell me about the punishment of the punishment under the <br/> Wang generous I want to have a cup of coffee <br/>
1803619712	E5zFs0QhS	开始想要消失，开始想要离开，开始想一个人。	NULL	Began to want to disappear, began to want to leave, began to think of a person.
1803722182	E5QzoennH	不想排队[doge]所以来了三次…然而人一次比一次多[拜拜]三次撞见我颜艺的那个大叔也是被我逗笑三次[doge]大叔，您真好运气[微笑]… 	NULL	Don't want to line up [doge] so come three times... But that uncle people more and more [three]. I also caught Yi Yan laugh three times [doge] uncle, you good luck [smile]...
1803722182	E5PREu4Ji	活捉一只排队界的一朵奇葩[doge]…歪果仁真是什么都能用来排队占位[笑cry][笑cry][笑cry]… 	NULL	Take a line circle flower [doge]... Dave is really what can be used to queue up for a bit cry][cry][cry] [laughs laugh laugh...
1803749112	E5XE8l2LJ	一点都不喜欢过生日[抓狂][抓狂][抓狂]	NULL	A little crazy, crazy love birthday [] [].
